CHROM	pos	WEIGHTED_FST	GROUP	POS
13	50025000	0.0160381	group_1	50.025
13	50100000	0.0511266	group_1	50.1
13	50175000	0.0480035	group_1	50.175
13	50250000	0.0453761	group_1	50.25
13	50325000	0.0402301	group_1	50.325
13	50400000	0.031143	group_1	50.4
13	50475000	0.041843	group_1	50.475
13	50550000	0.0658599	group_1	50.55
13	50625000	0.0682796	group_1	50.625
13	50700000	0.0574935	group_1	50.7
13	50775000	0.0223684	group_1	50.775
13	50850000	0.0197356	group_1	50.85
13	50925000	0.0180048	group_1	50.925
13	5.1e+07	0.072696	group_1	51
13	51075000	0.100252	group_1	51.075
13	51150000	0.0819035	group_1	51.15
13	51225000	0.0459177	group_1	51.225
13	51300000	0.0242336	group_1	51.3
13	51375000	0.0466443	group_1	51.375
13	51450000	0.175521	group_1	51.45
13	51525000	0.304882	group_1	51.525
13	51600000	0.24666	group_1	51.6
13	51675000	0.158134	group_1	51.675
13	51750000	0.0557714	group_1	51.75
13	51825000	0.115122	group_1	51.825
13	51900000	0.173179	group_1	51.9
13	51975000	0.120137	group_1	51.975
13	52050000	0.158285	group_1	52.05
13	52125000	0.241055	group_1	52.125
13	52200000	0.245664	group_1	52.2
13	52275000	0.189845	group_1	52.275
13	52350000	0.0305546	group_1	52.35
13	52425000	0.032608	group_1	52.425
13	52500000	0.0235477	group_1	52.5
13	52575000	0.0129419	group_1	52.575
13	52650000	0.0411164	group_1	52.65
13	52725000	0.0478214	group_1	52.725
13	52800000	0.0346416	group_1	52.8
13	52875000	0.0395812	group_1	52.875
13	52950000	0.0652372	group_1	52.95
13	53025000	0.0510808	group_1	53.025
13	53100000	0.0041057	group_1	53.1
13	53175000	0.030482	group_1	53.175
13	53250000	0.0443052	group_1	53.25
13	53325000	0.161993	group_1	53.325
13	53400000	0.186681	group_1	53.4
13	53475000	0.175317	group_1	53.475
13	53550000	0.0693789	group_1	53.55
13	53625000	0.0181844	group_1	53.625
13	53700000	0.0267534	group_1	53.7
13	53775000	0.0251817	group_1	53.775
13	53850000	0.0144387	group_1	53.85
13	53925000	0.0497942	group_1	53.925
13	5.4e+07	0.0219808	group_1	54
13	50025000	0.0687618	group_2	50.025
13	50100000	0.0819692	group_2	50.1
13	50175000	0.0458469	group_2	50.175
13	50250000	0.0935133	group_2	50.25
13	50325000	0.112485	group_2	50.325
13	50400000	0.0806155	group_2	50.4
13	50475000	0.0757054	group_2	50.475
13	50550000	0.0979043	group_2	50.55
13	50625000	0.0894783	group_2	50.625
13	50700000	0.107782	group_2	50.7
13	50775000	0.104465	group_2	50.775
13	50850000	0.0929765	group_2	50.85
13	50925000	0.0985469	group_2	50.925
13	5.1e+07	0.11053	group_2	51
13	51075000	0.122618	group_2	51.075
13	51150000	0.184732	group_2	51.15
13	51225000	0.269129	group_2	51.225
13	51300000	0.345694	group_2	51.3
13	51375000	0.450333	group_2	51.375
13	51450000	0.625416	group_2	51.45
13	51525000	0.798206	group_2	51.525
13	51600000	0.80695	group_2	51.6
13	51675000	0.774624	group_2	51.675
13	51750000	0.742817	group_2	51.75
13	51825000	0.667528	group_2	51.825
13	51900000	0.484144	group_2	51.9
13	51975000	0.272538	group_2	51.975
13	52050000	0.153352	group_2	52.05
13	52125000	0.0261567	group_2	52.125
13	52200000	0.0473071	group_2	52.2
13	52275000	0.16019	group_2	52.275
13	52350000	0.138404	group_2	52.35
13	52425000	0.0570448	group_2	52.425
13	52500000	0.0229276	group_2	52.5
13	52575000	0.0234492	group_2	52.575
13	52650000	0.0522537	group_2	52.65
13	52725000	0.0560866	group_2	52.725
13	52800000	0.0526725	group_2	52.8
13	52875000	0.0564698	group_2	52.875
13	52950000	0.0758523	group_2	52.95
13	53025000	0.063335	group_2	53.025
13	53100000	0.0163673	group_2	53.1
13	53175000	0.0168765	group_2	53.175
13	53250000	0.0238087	group_2	53.25
13	53325000	0.20581	group_2	53.325
13	53400000	0.187568	group_2	53.4
13	53475000	0.142405	group_2	53.475
13	53550000	0.0384649	group_2	53.55
13	53625000	0.0500609	group_2	53.625
13	53700000	0.0382888	group_2	53.7
13	53775000	0.025692	group_2	53.775
13	53850000	0.0232832	group_2	53.85
13	53925000	0.0460086	group_2	53.925
13	5.4e+07	0.0210445	group_2	54
13	50025000	0.0702489	group_3	50.025
13	50100000	0.0684534	group_3	50.1
13	50175000	0.0532526	group_3	50.175
13	50250000	0.0544437	group_3	50.25
13	50325000	0.0411679	group_3	50.325
13	50400000	0.0318761	group_3	50.4
13	50475000	0.0355688	group_3	50.475
13	50550000	0.0487774	group_3	50.55
13	50625000	0.043273	group_3	50.625
13	50700000	0.0434763	group_3	50.7
13	50775000	0.0497626	group_3	50.775
13	50850000	0.037288	group_3	50.85
13	50925000	0.036836	group_3	50.925
13	5.1e+07	0.0620411	group_3	51
13	51075000	0.058338	group_3	51.075
13	51150000	0.0625246	group_3	51.15
13	51225000	0.121781	group_3	51.225
13	51300000	0.161847	group_3	51.3
13	51375000	0.209107	group_3	51.375
13	51450000	0.391126	group_3	51.45
13	51525000	0.558738	group_3	51.525
13	51600000	0.558927	group_3	51.6
13	51675000	0.501085	group_3	51.675
13	51750000	0.403413	group_3	51.75
13	51825000	0.360172	group_3	51.825
13	51900000	0.279068	group_3	51.9
13	51975000	0.141222	group_3	51.975
13	52050000	0.080079	group_3	52.05
13	52125000	0.116997	group_3	52.125
13	52200000	0.14214	group_3	52.2
13	52275000	0.152218	group_3	52.275
13	52350000	0.0724685	group_3	52.35
13	52425000	0.0302203	group_3	52.425
13	52500000	0.0301111	group_3	52.5
13	52575000	0.0336288	group_3	52.575
13	52650000	0.05192	group_3	52.65
13	52725000	0.0424621	group_3	52.725
13	52800000	0.0343326	group_3	52.8
13	52875000	0.0413581	group_3	52.875
13	52950000	0.0623765	group_3	52.95
13	53025000	0.0516563	group_3	53.025
13	53100000	0.0168722	group_3	53.1
13	53175000	0.0480105	group_3	53.175
13	53250000	0.0574774	group_3	53.25
13	53325000	0.159379	group_3	53.325
13	53400000	0.12391	group_3	53.4
13	53475000	0.0943664	group_3	53.475
13	53550000	0.0359913	group_3	53.55
13	53625000	0.0396823	group_3	53.625
13	53700000	0.036357	group_3	53.7
13	53775000	0.0192458	group_3	53.775
13	53850000	-0.000762248	group_3	53.85
13	53925000	0.0252793	group_3	53.925
13	5.4e+07	0.00699718	group_3	54
13	50025000	0.0747785	group_4	50.025
13	50100000	0.111303	group_4	50.1
13	50175000	0.073856	group_4	50.175
13	50250000	0.076799	group_4	50.25
13	50325000	0.0840073	group_4	50.325
13	50400000	0.0729528	group_4	50.4
13	50475000	0.089553	group_4	50.475
13	50550000	0.122824	group_4	50.55
13	50625000	0.114879	group_4	50.625
13	50700000	0.104355	group_4	50.7
13	50775000	0.0865087	group_4	50.775
13	50850000	0.0779567	group_4	50.85
13	50925000	0.0668437	group_4	50.925
13	5.1e+07	0.106465	group_4	51
13	51075000	0.137484	group_4	51.075
13	51150000	0.131855	group_4	51.15
13	51225000	0.150758	group_4	51.225
13	51300000	0.224051	group_4	51.3
13	51375000	0.32783	group_4	51.375
13	51450000	0.481914	group_4	51.45
13	51525000	0.614388	group_4	51.525
13	51600000	0.660135	group_4	51.6
13	51675000	0.662698	group_4	51.675
13	51750000	0.652836	group_4	51.75
13	51825000	0.616579	group_4	51.825
13	51900000	0.494004	group_4	51.9
13	51975000	0.261238	group_4	51.975
13	52050000	0.110103	group_4	52.05
13	52125000	0.0546807	group_4	52.125
13	52200000	0.0715364	group_4	52.2
13	52275000	0.0924225	group_4	52.275
13	52350000	0.0492148	group_4	52.35
13	52425000	0.0301209	group_4	52.425
13	52500000	0.0254418	group_4	52.5
13	52575000	0.0248373	group_4	52.575
13	52650000	0.0513304	group_4	52.65
13	52725000	0.054763	group_4	52.725
13	52800000	0.0490245	group_4	52.8
13	52875000	0.0559364	group_4	52.875
13	52950000	0.0960833	group_4	52.95
13	53025000	0.0823069	group_4	53.025
13	53100000	0.00956491	group_4	53.1
13	53175000	0.0344476	group_4	53.175
13	53250000	0.0474222	group_4	53.25
13	53325000	0.160285	group_4	53.325
13	53400000	0.152251	group_4	53.4
13	53475000	0.115811	group_4	53.475
13	53550000	0.0603446	group_4	53.55
13	53625000	0.0553393	group_4	53.625
13	53700000	0.0264567	group_4	53.7
13	53775000	0.0245051	group_4	53.775
13	53850000	0.025525	group_4	53.85
13	53925000	0.0559674	group_4	53.925
13	5.4e+07	0.0343418	group_4	54
13	50025000	0.051689	group_5	50.025
13	50100000	0.056253	group_5	50.1
13	50175000	0.0334764	group_5	50.175
13	50250000	0.0509847	group_5	50.25
13	50325000	0.0610156	group_5	50.325
13	50400000	0.0518572	group_5	50.4
13	50475000	0.0667633	group_5	50.475
13	50550000	0.112745	group_5	50.55
13	50625000	0.0994848	group_5	50.625
13	50700000	0.0788518	group_5	50.7
13	50775000	0.0724984	group_5	50.775
13	50850000	0.0660831	group_5	50.85
13	50925000	0.0655481	group_5	50.925
13	5.1e+07	0.0654099	group_5	51
13	51075000	0.0695717	group_5	51.075
13	51150000	0.123254	group_5	51.15
13	51225000	0.189753	group_5	51.225
13	51300000	0.247415	group_5	51.3
13	51375000	0.331056	group_5	51.375
13	51450000	0.427212	group_5	51.45
13	51525000	0.4988	group_5	51.525
13	51600000	0.540843	group_5	51.6
13	51675000	0.561642	group_5	51.675
13	51750000	0.577758	group_5	51.75
13	51825000	0.545806	group_5	51.825
13	51900000	0.42422	group_5	51.9
13	51975000	0.24449	group_5	51.975
13	52050000	0.104912	group_5	52.05
13	52125000	0.00577216	group_5	52.125
13	52200000	0.0123443	group_5	52.2
13	52275000	0.0746402	group_5	52.275
13	52350000	0.0823615	group_5	52.35
13	52425000	0.0425221	group_5	52.425
