CHROM	pos	WEIGHTED_FST	GROUP	POS
13	50025000	0.051689	fei_shou	50.025
13	50100000	0.056253	fei_shou	50.1
13	50175000	0.0334764	fei_shou	50.175
13	50250000	0.0509847	fei_shou	50.25
13	50325000	0.0610156	fei_shou	50.325
13	50400000	0.0518572	fei_shou	50.4
13	50475000	0.0667633	fei_shou	50.475
13	50550000	0.112745	fei_shou	50.55
13	50625000	0.0994848	fei_shou	50.625
13	50700000	0.0788518	fei_shou	50.7
13	50775000	0.0724984	fei_shou	50.775
13	50850000	0.0660831	fei_shou	50.85
13	50925000	0.0655481	fei_shou	50.925
13	5.1e+07	0.0654099	fei_shou	51
13	51075000	0.0695717	fei_shou	51.075
13	51150000	0.123254	fei_shou	51.15
13	51225000	0.189753	fei_shou	51.225
13	51300000	0.247415	fei_shou	51.3
13	51375000	0.331056	fei_shou	51.375
13	51450000	0.427212	fei_shou	51.45
13	51525000	0.4988	fei_shou	51.525
13	51600000	0.540843	fei_shou	51.6
13	51675000	0.561642	fei_shou	51.675
13	51750000	0.577758	fei_shou	51.75
13	51825000	0.545806	fei_shou	51.825
13	51900000	0.42422	fei_shou	51.9
13	51975000	0.24449	fei_shou	51.975
13	52050000	0.104912	fei_shou	52.05
13	52125000	0.00577216	fei_shou	52.125
13	52200000	0.0123443	fei_shou	52.2
13	52275000	0.0746402	fei_shou	52.275
13	52350000	0.0823615	fei_shou	52.35
13	52425000	0.0425221	fei_shou	52.425
13	52500000	0.0222528	fei_shou	52.5
13	52575000	0.0208025	fei_shou	52.575
13	52650000	0.034663	fei_shou	52.65
13	52725000	0.0316123	fei_shou	52.725
13	52800000	0.0311086	fei_shou	52.8
13	52875000	0.0352187	fei_shou	52.875
13	52950000	0.0566136	fei_shou	52.95
13	53025000	0.0496921	fei_shou	53.025
13	53100000	0.00918666	fei_shou	53.1
13	53175000	0.0146955	fei_shou	53.175
13	53250000	0.0218539	fei_shou	53.25
13	53325000	0.0984256	fei_shou	53.325
13	53400000	0.0894315	fei_shou	53.4
13	53475000	0.0629582	fei_shou	53.475
13	53550000	0.0335717	fei_shou	53.55
13	53625000	0.0359554	fei_shou	53.625
13	53700000	0.0183557	fei_shou	53.7
13	53775000	0.0150408	fei_shou	53.775
13	53850000	0.0163829	fei_shou	53.85
13	53925000	0.026469	fei_shou	53.925
13	5.4e+07	0.0168266	fei_shou	54
